count,cite,rank,year
2,"Maslow A 1943 Psychol Rev",3787,1943
2,"[anonymous] 1999 Sovereignty Org Hypo",3787,
2,"Grello C 2006 J Sex Res",3787,2006
2,"Wolf D 1996 Feminist Dilemmas FI",3787,1996
2,"Hwang S 1998 Sociol Perspect",3787,1998
2,"Baubock R 2006 Acquisition Loss Nat",3787,2006
2,"Amato P 2003 J Marriage Fam",3787,2003
2,"Smith T 2003 Psychol Bull",3787,2003
2,"Pape R 2003 Am Polit Sci Rev",3787,2003
2,"Evans P 2004 Stud Comp Int Dev",3787,2004
2,"Cahill S 1994 Soc Psychol Quart",3787,1994
2,"Becker H 1997 Outsiders Studies SO",3787,1997
2,"Downey D 2001 Am Psychol",3787,2001
2,"Billy J 1994 J Marriage Fam",3787,1994
2,"Webster M 2010 Soc Forces",3787,2010
2,"Macindoe H 2004 Hdb Data Anal",3787,2004
2,"Reardon S 2004 Sociol Methodol",3787,2004
2,"Dreze J 1989 Hunger Public Action",3787,1989
2,"Watts D 1999 Small Worlds Dynamic",3787,1999
2,"Moore K 2002 Marriage Childs Pers",3787,2002
2,"Krahn H 1986 Criminology",3787,1986
2,"Zolberg A 2006 Nation Design Immigr",3787,2006
2,"Goodwin J 1987 Jama-j Am Med Assoc",3787,1987
2,"Chibber V 2003 Locked in Place: State-building and Late Industrialization in India",3787,2003
2,"Lutfey K 2010 J Health Soc Behav",3787,2010
2,"Turner B 1995 Med Power Social Kno",3787,1995
2,"Bendelow G 2009 Hlth Emotion Body",3787,2009
2,"Orsi R 1985 Madonna 115 Street",3787,1985
2,"Hill T 2008 J Fam Issues",3787,2008
2,"Plummer K 1995 Telling Sexual Stori",3787,1995
2,"Yoshikawa H 2011 Immigrants Raising C",3787,2011
2,"Goodman S 2002 Children Depressed P",3787,2002
2,"Coy M 1989 Apprenticeship Theor",3787,1989
2,"Germov J 2005 Sociol Health Ill",3787,2005
2,"Drukker D 2003 Stata J",3787,2003
2,"Coker A 2002 Am J Prev Med",3787,2002
2,"Taylor C 2004 Modern Social Imagin",3787,2004
2,"Leopold T 2011 J Marriage Fam",3787,2011
2,"Ingraham C 1994 Sociological Theory",3787,1994
2,"Nelson M 2010 Parenting Out Contro",3787,2010
2,"Cochran J 1991 J Sci Stud Relig",3787,1991
2,"Blau P 1955 Dynamics Bureaucracy",3787,1955
2,"Fligstein N 2002 Am J Sociol",3787,2002
2,"Mueller C 2002 Rev Relig Res",3787,2002
2,"Mann M 1984 Arch Eur Sociol",3787,1984
2,"Bourdieu P 1999 Theor Cult Soc",3787,1999
2,"Tilly C 2004 Philos Soc Sci",3787,2004
2,"Bandelj N 2010 Soc Forces",3787,2010
2,"York R 2003 Int J Sociology Soci",3787,2003
2,"Herd P 2007 J Health Soc Behav",3787,2007
2,"Gade D 2004 Ann Assoc Am Geogr",3787,2004
2,"Crouter A 2003 Childrens Influence",3787,2003
2,"League O 1927 Rep Spec Bod Exp T 1",3787,1927
2,"Orbach S 1978 Fat IS Feminist Issu",3787,1978
2,"Gans H 1982 Urban Villagers Grou",3787,1982
2,"Kuwabara K 2011 Am Sociol Rev",3787,2011
2,"Lovejoy M 2000 Clin Psychol Rev",3787,2000
2,"Chapple C 2005 J Child Adoles Subst",3787,2005
2,"Bourdieu P 1972 Outline Theory Pract",3787,1972
2,"Biggart N 1989 Charismatic Capitali",3787,1989
2,"Lauby J 1988 Pop Stud-j Demog",3787,1988
2,"Joreskog K 1993 Lisrel 8 Structural",3787,1993
2,"Levin J 1995 Sociol Quart",3787,1995
2,"WU Z 1995 J Marriage Fam",3787,1995
2,"Muller C 1998 Sociol Educ",3787,1998
2,"Foschi M 2009 Soc Sci Res",3787,2009
2,"Haas P 1992 Int Organ",3787,1992
2,"Tjaden P 2000 Full Report Prevalen",3787,2000
2,"Wood A 2009 Lynching and Spectacle: Witnessing Racial Violence in America",3787,2009
2,"Mccucheon A 2002 Appl Latent Class AN",3787,2002
2,"Modell J 1989 Ones Own Youth Adult",3787,1989
2,"Haisken-denew J 2005 Desktop Companion GE",3787,2005
2,"Bocian D 2008 J Econ Bus",3787,2008
2,"Cooney T 1991 J Marriage Fam",3787,1991
2,"Boly W 1982 California Monthly",3787,1982
2,"Cacioppo J 2006 Psychol Aging",3787,2006
2,"Fox J 1986 Randomized Response",3787,1986
2,"Sanyal P 2009 Am Sociol Rev",3787,2009
2,"Chiswick B 2005 Rev Income Wealth",3787,2005
2,"Hummer R 1999 Soc Forces",3787,1999
2,"Freeman L 2004 J Am Plann Assoc",3787,2004
2,"Raj A 2002 Violence Against Wom",3787,2002
2,"Thompson W 1992 Deviant Behav",3787,1992
2,"Lapiere R 1934 Soc Forces",3787,1934
2,"Robnett B 2005 Res Soc Mov Confl CH",3787,2005
2,"Drakulich K 2006 Many Colors Crime IN",3787,2006
2,"Fleischmann F 2012 Ethnic Racial Stud",3787,2012
2,"Cvetieanin R 2007 Cultural Needs",3787,2007
2,"Howson A 1999 Sociol Health Ill",3787,1999
2,"Jama E 1950 J Am Med Ass",3787,1950
2,"Liker J 1985 Soc Sci Res",3787,1985
2,"Schneider D 2011 J Marriage Fam",3787,2011
2,"Dunlap R 1991 Environment",3787,1991
2,"Angrist J 1996 J Am Stat Assoc",3787,1996
2,"Ferraro K 1996 J Gerontol B-psychol",3787,1996
2,"Baumeister R 2000 Psychol Bull",3787,2000
2,"Goffman E 1969 Action IS 3 Essays",3787,1969
2,"Gottschalk P 1997 J Econ Perspect",3787,1997
2,"Dunaway W 2001 J World Systems Res",3787,2001
2,"Mcneill F 2009 Punishm Soc",3787,2009
2,"Baron-cohen S 2001 J Autism Dev Disord",3787,2001
2,"Oliver P 2000 Am J Sociol",3787,2000
2,"Akkermans D 2009 Res Policy",3787,2009
2,"Hoxby C 2006 Taking Race Out Equa",3787,2006
2,"Franklin C 2009 Fem Criminol",3787,2009
2,"Passel J 2010 Marrying Out One IN",3787,2010
2,"Gibson D 2012 Talk AT the Brink: Deliberation and Decision During the Cuban Missile Crisis",3787,2012
2,"Shinar D 1997 Communications Democ",3787,1997
2,"Harry B 1992 Except Children",3787,1992
2,"Marcussen K 2005 Soc Psychol Quart",3787,2005
2,"Fiorina M 1999 Civic Engagement AM",3787,1999
2,"Staggenborg S 1991 Prochoice Movement O",3787,1991
2,"Kilbourne B 1994 Am J Sociol",3787,1994
2,"Goos M 2007 Rev Econ Stat",3787,2007
2,"Call K 2001 Arenas Comfort Adole",3787,2001
2,"Alan B 1989 Recidivism Prisoners",3787,1989
2,"Klebanov P 1994 J Marriage Fam",3787,1994
2,"Stock J 2002 J Bus Econ Stat",3787,2002
2,"Bartels L 1999 Political Anal",3787,1999
2,"Cook P 1998 Youth Violence",3787,1998
2,"Sacks H 1984 Structures Social AC",3787,1984
2,"[anonymous] 1993 17 Sep",3787,17
2,"Schmidt P 1984 EC Anal Crime Justic",3787,1984
2,"Escobar J 1998 Arch Gen Psychiat",3787,1998
2,"Davis F 1979 Yearning Yesterday S",3787,1979
2,"Craig M 2002 Aint I Beauty Queen",3787,2002
2,"Turner R 1976 Am J Sociol",3787,1976
2,"Bellah R 1991 Good Soc",3787,1991
2,"Aas K 2011 Theor Criminol",3787,2011
2,"Bierman A 2010 J Gerontol B-psychol",3787,2010
2,"Penrose E 1959 Theory Growth Firm",3787,1959
2,"Mennino S 2002 Work Occupation",3787,2002
2,"Breier A 1984 Am J Psychiat",3787,1984
2,"Zuckerman E 2004 Am Sociol Rev",3787,2004
2,"Dicken P 2003 Global Shift Reshapi",3787,2003
2,"Mirowsky J 1991 Soc Psychol Quart",3787,1991
2,"Bell A 2009 Gender Soc",3787,2009
2,"Walker H 1985 Am Sociol Rev",3787,1985
2,"Huber E 2006 Am Sociol Rev",3787,2006
2,"Liem M 2009 Homicide Stud",3787,2009
2,"Lazarus E 1994 Med Anthropol Q",3787,1994
2,"Mccammon H 2000 Work Occupation",3787,2000
2,"Kwak J 2005 Gerontologist",3787,2005
2,"Park H 2011 Sociol Educ",3787,2011
2,"Drewnowski A 2004 Am J Clin Nutr",3787,2004
2,"Radil S 2010 Ann Assoc Am Geogr",3787,2010
2,"Warde A 2008 Sociol Rev Monogr",3787,2008
2,"Hall P 2009 Socio-econ Rev",3787,2009
2,"[anonymous] 1934 Times 0423",3787,
2,"Minnotte K 2011 J Family EC Issues",3787,2011
2,"Lacourse E 2003 Dev Psychopathol",3787,2003
2,"Froese P 2008 Sociol Quart",3787,2008
2,"Malat J 2006 Health",3787,2006
2,"Bourdieu P 1994 Sociological Theory",3787,1994
2,"Furstenberg F 2010 Future Child",3787,2010
2,"Blyth M 2001 World Polit",3787,2001
2,"Lillard L 1993 Demography",3787,1993
2,"Buis M 2010 Stata J",3787,2010
2,"Hechter M 1997 Annu Rev Sociol",3787,1997
2,"Kim J 2007 Soc Sci Med",3787,2007
2,"Sarat A 2006 Cause Lawyers Social",3787,2006
2,"Martin J 2009 Soc Psychol Quart",3787,2009
2,"Hill S 2005 Black Intimacies Gen",3787,2005
2,"Aguilera M 2002 Soc Sci Quart",3787,2002
2,"Sorensen J 2004 Am J Sociol",3787,2004
2,"Clear T 2003 Justice Q",3787,2003
2,"Kwiatkowski D 1992 J Econometrics",3787,1992
2,"Wagner-pacifici R 1986 Moro Morality Play T",3787,1986
2,"Singh G 2001 Am J Public Health",3787,2001
2,"Benavot A 1991 Am Sociol Rev",3787,1991
2,"Smidt C 1982 Sociol Anal",3787,1982
2,"Capaldi D 2008 Criminology",3787,2008
2,"Baker T 1996 Sociol Educ",3787,1996
2,"Loseke D 2001 I Selves Troubled ID",3787,2001
2,"Chen S 2008 J Pers",3787,2008
2,"Giesecke J 2009 Eur Sociol Rev",3787,2009
2,"Dejong C 1997 Criminology",3787,1997
2,"Greene W 2007 Econometric Anal",3787,2007
2,"Waite U 2007 Natl Social Life Hlt",3787,2007
2,"Van H 2009 Sociol Educ",3787,2009
2,"Mare R 1980 J Am Stat Assoc",3787,1980
2,"Burgess E 1926 Family",3787,1926
2,"Sassler S 2011 Fam Relat",3787,2011
2,"Gitlin T 1983 Inside Prime Time",3787,1983
2,"Minow M 1998 Vengeance Forgivenes",3787,1998
2,"Jasso G 2007 Distributive Procedu",3787,2007
2,"Wieloch N 2002 Sociol Quart",3787,2002
2,"Chiswick B 2003 Int Migr",3787,2003
2,"Bollen K 2006 Wiley Ser Probab ST",3787,2006
2,"Cooley C 1902 Human Nature Social",3787,1902
2,"Rindfuss R 1987 Am Sociol Rev",3787,1987
2,"Rossi P 1997 Just Punishments Fed",3787,1997
2,"Staff J 2011 Soc Mental Hlth",3787,2011
2,"Popkin S 2004 Decade Hope 6 Res FI",3787,2004
2,"Harris K 2002 Soc Forces",3787,2002
2,"Herbst J 2000 States Power Africa",3787,2000
2,"Wilcox M 2009 Queer Women Relig IN",3787,2009
2,"Kerckhoff A 1993 Diverging Pathways S",3787,1993
2,"Hogan M 2005 Justice Q",3787,2005
2,"Huston T 1978 Annu Rev Psychol",3787,1978
2,"Daniel S 1981 Community Ment Hlt J",3787,1981
2,"Joas H 1996 Creativity Action",3787,1996
2,"Chaves M 2009 Civic Life Am Relig",3787,2009
2,"Hofstede G 2004 Cultures Org Softwar",3787,2004
2,"Fossett M 2006 J Math Sociol",3787,2006
2,"Emirbayer M 1997 Sociology",3787,1997
2,"Usdepartment O 2007 Earl Childh Long Stu",3787,2007
2,"Supiot A 2001 Employment Changes W",3787,2001
2,"Savage J 2007 J Law Med Ethics",3787,2007
2,"Weis L 1990 Working Class Work H",3787,1990
2,"Copes H 2007 Deviant Behav",3787,2007
2,"Wann M 2009 Fat Studies Reader",3787,2009
2,"Bock E 1987 Sociol Quart",3787,1987
2,"Weber M 1952 Ancient Judaism",3787,1952
2,"Peterson D 2004 Justice Q",3787,2004
2,"Marx K 1978 Marx Engels Reader",3787,1978
2,"Rossi P 1955 Why Families Move ST",3787,1955
2,"Laumann E 1976 Am J Sociol",3787,1976
2,"Tomaskovic-devey D 2006 Am Sociol Rev",3787,2006
2,"Pickett K 2008 Ethnic Health",3787,2008
2,"Sweet J 1988 1 Nsfh U Wisc Mad CT",3787,1988
2,"Tita G 2006 J Quant Criminol",3787,2006
2,"Shiller R 2005 Irrational Exuberance-second Edition",3787,2005
2,"Della P 1995 Politics Social Prot",3787,1995
2,"Tuntiya N 2005 Sociol Inq",3787,2005
2,"Currie J 2009 J Econ Lit",3787,2009
2,"Wells W 2004 Criminal Justice Pol",3787,2004
2,"Teachman J 2007 Demography",3787,2007
2,"Savage M 2005 Brit J Sociol",3787,2005
2,"Grant D 2010 Am Sociol Rev",3787,2010
2,"Centola D 2007 J Conflict Resolut",3787,2007
2,"Lehman E 1987 Rev Relig Res",3787,1987
2,"Aseltine R 2000 J Health Soc Behav",3787,2000
2,"Wojtkiewicz R 1995 Soc Forces",3787,1995
2,"Willaime J 1995 Sociologie Relig",3787,1995
2,"Jacob B 2003 Am Econ Rev",3787,2003
2,"Bzostek S 2007 Soc Sci Med",3787,2007
2,"Mulder C 2007 Popul Space Place",3787,2007
2,"Wackernagel M 1996 Our Ecological Footp",3787,1996
2,"Crowder K 2000 Soc Sci Res",3787,2000
2,"Shohat E 1999 J Palestine Stud",3787,1999
2,"Davis K 1963 Popul Index",3787,1963
2,"Ahlkvist J 2001 Teach Sociol",3787,2001
2,"Chaiken S 1999 Dual Process Theorie",3787,1999
2,"Heaton T 2002 J Fam Issues",3787,2002
2,"Cameron A 1998 Regression Anal Coun",3787,1998
2,"Tarrow S 2008 Social Movement Stud",3787,2008
2,"Couper M 2000 Public Opin Quart",3787,2000
2,"Wright E 2002 Adv Med Soc",3787,2002
2,"Thurman Q 1984 Deviant Behav",3787,1984
2,"Chiswick B 1995 J Labor Econ",3787,1995
2,"Henslin J 2012 Sociology Down TO EA",3787,2012
2,"Campbell J 2007 Comp Polit Stud",3787,2007
2,"Giuffre P 1994 Gender Soc",3787,1994
2,"Zald M 1987 Social Movements Org",3787,1987
2,"Reskin B 2002 New EC Sociology Dev",3787,2002
2,"Regnerus M 2006 Sociol Quart",3787,2006
2,"Sandelowski M 1994 Gender Soc",3787,1994
2,"Macintyre A 2007 Virtue",3787,2007
2,"Rutter M 1979 Primary Prevention P",3787,1979
2,"Djupe P 2006 J Polit",3787,2006
2,"Huisman M 2008 Soc Networks",3787,2008
2,"Saegert S 2004 Am J Commun Psychol",3787,2004
2,"Elvira M 2002 Organ Sci",3787,2002
2,"Negro G 2010 Res Sociol Organ-res",3787,2010
2,"Mulder C 1998 Urban Stud",3787,1998
2,"Manzo G 2010 Arch Eur Sociol",3787,2010
2,"Snow D 2010 Primer Social Moveme",3787,2010
2,"Brym R 2006 Soc Forces",3787,2006
2,"Martin J 1996 Work Occupation",3787,1996
2,"Muraven M 2000 Psychol Bull",3787,2000
2,"Segady T 1990 Teach Sociol",3787,1990
2,"Pigg S 1992 Comp Stud Soc Hist",3787,1992
2,"Taylor R 1995 Ann Am Acad Polit SS",3787,1995
2,"Rice R 2003 Connections",3787,2003
2,"Portes A 2007 Ann Am Acad Polit SS",3787,2007
2,"Brewis A 2005 J Biosoc Sci",3787,2005
2,"Ibarra H 1992 Admin Sci Quart",3787,1992
2,"Nolan J 2001 Reinventing Justice",3787,2001
2,"Wilensky H 2002 Rich Democracies Pol",3787,2002
2,"Venkatesh S 1997 Am J Sociol",3787,1997
2,"Williams D 2008 Am J Public Health",3787,2008
2,"Bacchi C 1999 Women Policy Politic",3787,1999
2,"Horwitz A 1991 J Health Soc Behav",3787,1991
2,"Dimaggio P 1982 Culture Soc",3787,1982
2,"Davis D 1993 Boots Leather Slippe",3787,1993
2,"Ingram P 2000 Annu Rev Sociol",3787,2000
2,"Aquilino W 2005 J Fam Issues",3787,2005
2,"Brooksgunn J 1997 Future Child",3787,1997
2,"Semyonov M 1984 Demography",3787,1984
2,"Kang N 2012 Socio-econ Rev",3787,2012
2,"Emslie C 2006 Soc Sci Med",3787,2006
2,"Cahn N 2010 Red Families Blue FA",3787,2010
2,"Molm L 2006 Cont Social Psychol",3787,2006
2,"Rafter N 1992 Soc Probl",3787,1992
2,"Alon S 2007 Am Sociol Rev",3787,2007
2,"Isaksen L 2008 Am Behav Sci",3787,2008
2,"Cleveland W 1979 J Am Stat Assoc",3787,1979
2,"Horvat E 2003 Sociol Educ",3787,2003
2,"Kochhar R 2005 New Latino S Context",3787,2005
2,"Gambetta D 1987 Were They Pushed Did",3787,1987
2,"Van K 1998 Urban Stud",3787,1998
2,"Besemer S 2011 Brit J Criminol",3787,2011
2,"Slater D 1997 Consumer Culture Mod",3787,1997
2,"Popielarz P 1995 Am J Sociol",3787,1995
2,"Deaton A 1997 Anal Household Surve",3787,1997
2,"Collinson D 1994 Gender Work Organ",3787,1994
2,"Jasper J 1998 Sociol Forum",3787,1998
2,"Bobo L 2009 Ann Am Acad Polit SS",3787,2009
2,"Greco M 2008 Emotions Social Sci",3787,2008
2,"Cho W 2006 J Polit",3787,2006
2,"Gardiner K 2006 J Soc Policy",3787,2006
2,"Yan Y 2003 Private Life Sociali",3787,2003
2,"Jacka T 1997 Womens Work Rural CH",3787,1997
2,"Pilgrim D 2009 Sociol Health Ill",3787,2009
2,"Jacobs J 1991 Sociol Forum",3787,1991
2,"Sewell J 2001 Silence Voice Study",3787,2001
2,"Albrecht D 2005 Sociol Quart",3787,2005
2,"Holstein J 1999 Marriage Fam Rev",3787,1999
2,"Hollan D 2008 Ethos",3787,2008
2,"Davis M 2006 Planet Slums",3787,2006
2,"Usdeptof C 1992 Cens Pop Hous 1990 S",3787,1992
2,"Soja E 1989 Postmodern Geographi",3787,1989
2,"Tilly C 2009 Social Movements 176",3787,2009
2,"Esbensen F 1993 Criminology",3787,1993
2,"Rosenbaum P 1987 J Am Stat Assoc",3787,1987
2,"Choi S 2008 Work Occupation",3787,2008
2,"Kilbourne B 1994 Soc Forces",3787,1994
2,"Yeung K 2006 Gender Soc",3787,2006
2,"Cesari J 2002 Muslims W Sojourners",3787,2002
2,"Williams L 2001 J Sci Stud Relig",3787,2001
2,"Barber B 2001 Q J Econ",3787,2001
2,"Kalmijn M 2005 Pop Stud-j Demog",3787,2005
2,"Kohl G 2000 J School Psychol",3787,2000
2,"Lincoln C 1990 Black Church African",3787,1990
2,"Thumma S 2005 Gay Relig",3787,2005
2,"Burt R 2002 Soc Networks",3787,2002
2,"Mullins N 1973 Theories Theory Grou",3787,1973
2,"Sandole-staroste I 2002 Women Transition Soc",3787,2002
2,"HO K 2009 Liquidated Ethnograp",3787,2009
2,"Statistics C 2008 Can Ethn Mos 2006 CE",3787,2008
2,"Montecinos V 2009 Economists in the Americas",3787,2009
2,"Schieman S 2006 Sociol Quart",3787,2006
2,"Von S 2005 Am Polit Sci Rev",3787,2005
2,"Haller A 1973 Sociol Educ",3787,1973
2,"Lawton J 2002 Sociol Health Ill",3787,2002
2,"Darroch J 1999 Fam Plann Perspect",3787,1999
2,"Cusack T 2006 Oxford Rev Econ Pol",3787,2006
2,"Langan P 2002 Recidivism Prisoners",3787,2002
2,"Berinsky A 2002 Am J Polit Sci",3787,2002
2,"Amato P 1991 J Marriage Fam",3787,1991
2,"Peach C 2005 Desegregating City G",3787,2005
2,"Lesthaeghe R 1988 Popul Dev Rev",3787,1988
2,"Broadway M 2007 Rural Sociol",3787,2007
2,"Mclean P 2007 Art Network Strategi",3787,2007
2,"Clarke R 1997 Situational Crime PR",3787,1997
2,"Mcguigan J 2004 Rethinking Cultural",3787,2004
2,"Marcuse P 1997 Urban Aff Rev",3787,1997
2,"Chayes A 1993 Int Organ",3787,1993
2,"Frank D 1997 Soc Forces",3787,1997
2,"Practice C 2008 Fertil Steril",3787,2008
2,"Oesterle S 2004 Soc Forces",3787,2004
2,"Logan J 2006 Int J Urban Regional",3787,2006
2,"Kimmel M 2003 Am Behav Sci",3787,2003
2,"Meyer D 1998 People Pas Pow",3787,1998
2,"Soysal Y 1997 Theor Soc",3787,1997
2,"Morgan D 1997 Soc Networks",3787,1997
2,"Sabatini F 2001 Eure",3787,2001
2,"Fowler A 1998 Dev Change",3787,1998
2,"Bankston C 2002 Sociol Inq",3787,2002
2,"Hanushek E 2003 J Appl Econom",3787,2003
2,"Lowney K 1998 Teach Sociol",3787,1998
2,"Green S 2003 Soc Sci Med",3787,2003
2,"Coughlin B 2003 Annu Rev Sociol",3787,2003
2,"Bost K 2002 J Marriage Fam",3787,2002
2,"Markovsky B 1988 Am Sociol Rev",3787,1988
2,"Martin K 2003 Gender Soc",3787,2003
2,"Smith T 2010 Gen Social Surveys C",3787,2010
2,"Flegal K 2002 Jama-j Am Med Assoc",3787,2002
2,"Morgan S 1982 Demography",3787,1982
2,"Sev'er A 1997 Violence Against Women",3787,1997
2,"Bensman J 1963 Am Sociol Rev",3787,1963
2,"Brantingham P 1981 Env Criminology",3787,1981
2,"Patillo-mccoy M 1998 Am Sociol Rev",3787,1998
2,"Allen P 2000 Agriculture and Human Values",3787,2000
2,"Cohen J 1985 Soc Res",3787,1985
2,"Greenwood R 1996 Acad Manage Rev",3787,1996
2,"Kunda G 1992 Eng Culture Control",3787,1992
2,"Trice H 1970 Soc Probl",3787,1970
2,"Gay C 2004 Am Polit Sci Rev",3787,2004
2,"Loury L 2006 J Labor Econ",3787,2006
2,"Verkuyten M 2005 Eur Monogr Soc Psych",3787,2005
2,"Schrock D 2004 Soc Probl",3787,2004
2,"Stewart P 1988 Status Gen New Theor",3787,1988
2,"Kniss F 2003 Hdb Sociology Relig",3787,2003
2,"Ellis C 2004 Ethnographic",3787,2004
2,"Hirsch P 1986 Am J Sociol",3787,1986
2,"Kilkey M 2010 Social Policy Soc",3787,2010
2,"Joint C 2002 Comm Bill in Press",3787,2002
2,"Downes D 1988 Contrasts Tolerance",3787,1988
2,"Gladwell M 2000 Tipping Point",3787,2000
2,"Hannah-moffat K 2001 Punishment Disguise",3787,2001
2,"National S 2005 Mal Dem Hlth Surv 20",3787,2005
2,"Pruchno R 1999 Gerontologist",3787,1999
2,"Bos H 2007 Am J Orthopsychiat",3787,2007
2,"Smith H 2008 Sociol Method Res",3787,2008
2,"Tolnay S 2001 Soc Forces",3787,2001
2,"James Q 2003 Harsh Justice Crimin",3787,2003
2,"Arrow K 1973 Discrimination Labor",3787,1973
2,"Bierman A 2006 J Sci Stud Relig",3787,2006
2,"Van M 1988 Tales Field",3787,1988
2,"Watson P 1993 New Left Rev",3787,1993
2,"Russell S 1986 World Dev",3787,1986
2,"Mol A 2009 Ecological Modernisa",3787,2009
2,"Strauss A 1978 Studies Symbolic Int",3787,1978
2,"Gee G 2009 Soc Sci Med",3787,2009
2,"Molm L 1995 Sociol Perspect",3787,1995
2,"Patterson C 1998 Am J Orthopsychiat",3787,1998
2,"Clark W 2008 Demography",3787,2008
2,"Elster J 2007 Explaining Social BE",3787,2007
2,"Massey D 1985 Am Sociol Rev",3787,1985
2,"Goodkind D 2004 Pop Stud-j Demog",3787,2004
2,"Spain D 1996 Balancing Act Mother",3787,1996
2,"Fligstein N 2007 Sociol Forum",3787,2007
2,"Emerson M 2001 Am Sociol Rev",3787,2001
2,"Hafferty F 1995 J Hlth Social Behav",3787,1995
2,"Soss J 2002 Unwanted Claims Poli",3787,2002
2,"Green K 2006 J Marriage Fam",3787,2006
2,"Skinner W 1997 J Res Crime Delinq",3787,1997
2,"Gelissen J 2007 Environ Behav",3787,2007
2,"Dijkstra J 2010 Criminology",3787,2010
2,"Conley D 2001 Am J Sociol",3787,2001
2,"Craig L 2010 Work Employ Soc",3787,2010
2,"Manton K 1997 Demography",3787,1997
2,"Bottoms A 2001 Community Penalties",3787,2001
2,"Van B 2004 Eur J Popul",3787,2004
2,"Olson L 2011 Faith",3787,2011
2,"Pevey C 1996 Qualitative Sociolog",3787,1996
2,"Block F 2005 Handbook of Economic Sociology",3787,2005
2,"Collinson D 1992 Managing Shopfloor S",3787,1992
2,"Erickson R 2001 Soc Psychol Quart",3787,2001
2,"Rosato J 2006 Family Court Rev",3787,2006
2,"Axinn W 1993 Am Sociol Rev",3787,1993
2,"Harrison B 1988 Great U Turn",3787,1988
2,"Jorgenson A 2010 Popul Environ",3787,2010
2,"Cole M 2004 Popul Environ",3787,2004
2,"Eesley C 2006 Strategic Manage J",3787,2006
2,"Sampson R 2008 P Natl Acad Sci Usa",3787,2008
2,"Cast A 2002 Soc Forces",3787,2002
2,"Gecas V 2000 Self Identity Social",3787,2000
2,"Dobbin F 1988 I Patterns Org Cultu",3787,1988
2,"Dunn J 2002 Courting Disaster IN",3787,2002
2,"Deeg R 2007 J Eur Public Policy",3787,2007
2,"Koopmans R 2000 Challenging Immigrat",3787,2000
2,"Beck N 1998 Am J Polit Sci",3787,1998
2,"Calasanti T 2005 Men Masc",3787,2005
2,"Uggen C 2003 Am J Sociol",3787,2003
2,"Roberts J 2003 J World Systems Res",3787,2003
2,"Ingold T 2000 Perception Env Essay",3787,2000
2,"Brewer D 1999 J Hum Resour",3787,1999
2,"Osborne D 1992 Reinventing Govt Ent",3787,1992
2,"Schneider B 1993 Parents Their Childr",3787,1993
2,"Leon M 2010 Social Policy Soc",3787,2010
2,"Lukas J 1985 Common Ground Turbul",3787,1985
2,"Heyman B 2006 Soc Sci Med",3787,2006
2,"Sprague J 1995 Citizens Politics SO",3787,1995
2,"Maume M 2005 J Quant Criminol",3787,2005
2,"Wilensky U 1999 Netlogo",3787,1999
2,"Marquis C 2007 Acad Manage Rev",3787,2007
2,"Unesco 2012 World Her List",3787,
2,"Gilliam F 2000 Am J Polit Sci",3787,2000
2,"Elliott J 2001 Soc Sci Res",3787,2001
2,"Babbie E 2004 Practice Social Res",3787,2004
2,"Ramos H 2007 J Peace Res",3787,2007
2,"Goffman E 1963 Stigma",3787,1963
2,"Liebler C 2002 Soc Sci Res",3787,2002
2,"Roy W 2010 Princ Stud Cult",3787,2010
2,"Chiswick B 2001 Demography",3787,2001
2,"Tonry M 1996 Malign Neglect Race",3787,1996
2,"Andrade L 2000 B World Health Organ",3787,2000
2,"Englund H 2006 Calif Ser Pub Anthr",3787,2006
2,"Warr M 2000 Criminal Justice 200",3787,2000
2,"Williams D 2010 J Health Soc Behav",3787,2010
2,"Allport G 1958 Nature Prejudice",3787,1958
2,"Pinderhughes E 2001 J Marriage Fam",3787,2001
2,"Wellman J 1999 Rev Relig Res",3787,1999
2,"Bischoff K 2008 Urban Aff Rev",3787,2008
2,"Wildeman C 2012 Am Sociol Rev",3787,2012
2,"Holling C 1973 Annual Rev Ecol Syst",3787,1973
2,"Schmidt V 2008 Annu Rev Polit Sci",3787,2008
2,"Ansell C 2001 Schism Solidarity SO",3787,2001
2,"Hindelang M 1981 Measuring Delinquenc",3787,1981
2,"Lutfey K 2009 Health Policy",3787,2009
2,"Jang S 2008 J Drug Issues",3787,2008
2,"Grandey A 1999 J Vocat Behav",3787,1999
2,"Yang Y 2004 Sociol Methodol",3787,2004
2,"Sherman J 2009 Those Who Work Those",3787,2009
2,"Bhat M 2002 Econ Polit Weekly",3787,2002
2,"Deleire T 2002 Demography",3787,2002
2,"Karsten S 2006 Educ Urban Soc",3787,2006
2,"Shuey K 2008 Res Aging",3787,2008
2,"Leuba J 1934 Harpers Magazine",3787,1934
2,"Messner M 1997 Politics Masculiniti",3787,1997
2,"Husaini B 1985 Res Community Mental",3787,1985
2,"Hertel B 1987 Soc Forces",3787,1987
2,"Liang Z 2001 Popul Dev Rev",3787,2001
2,"Hanushek E 2004 J Public Econ",3787,2004
2,"Mccammon H 2004 Sociol Quart",3787,2004
2,"Stedman S 1997 Int Security",3787,1997
2,"Bourdieu P 2008 Sketch Self Anal",3787,2008
2,"Kohli M 1999 European Soc",3787,1999
2,"Blau P 1977 Inequalities Heterog",3787,1977
2,"Hao L 1998 Sociol Educ",3787,1998
